Review # (roughly),Artist Name,Album Name,Melon's Rating,Link To Review
1171,New Order,Music Complete,6,https://www.youtube.com/watch?v=jBXlxCnGXks
1170,The World Is a Beautiful Place and I Am No Longer Afraid to Die,Harmlessness,7,https://www.youtube.com/watch?v=3e_yNhZMXMU
1169,Drake & Future,What A Time To Be Alive,6,https://www.youtube.com/watch?v=VqPV3WIfrhU
1168,Ought,Sun Coming Down,8,https://www.youtube.com/watch?v=5tkJ1fjgmSI
1167,Mac Miller,GO:OD AM,7,https://www.youtube.com/watch?v=dTf9UyRFMI8
1166,Christian Scott aTunde Adjuah,Stretch Music,7,https://www.youtube.com/watch?v=DHaaMg8Owl0
1165,Battles,La Di Da Di,6,https://www.youtube.com/watch?v=EbBnSnO_f0s
1164,The Front Bottoms,Back on Top,6,https://www.youtube.com/watch?v=A1z6FLD8yCo
1163,Lana Del Rey,Honeymoon,5,https://www.youtube.com/watch?v=VeJkVOFZfsk
1162,Jay Rock,90059,6,https://www.youtube.com/watch?v=P5chMXYVv1g
1161,The Libertines,Anthems for Doomed Youth,6,https://www.youtube.com/watch?v=iu3A2oobvDI
1160,Travis Scott,Rodeo,8,https://www.youtube.com/watch?v=q6t5wV7xmVM
1159,The Wonder Years,No Closer to Heaven,5,https://www.youtube.com/watch?v=75rHMYjYs-c
1158,Iron Maiden,The Book of Souls,6,https://www.youtube.com/watch?v=bS3S9siJqdc
1157,FIDLAR,Too,4,https://www.youtube.com/watch?v=dZNbP2WerLA
1156,Dâm-Funk,Invite the Light,7,https://www.youtube.com/watch?v=CTgwX9ZbsCs
1155,Miley Cyrus,Miley Cyrus & Her Dead Petz,1,https://www.youtube.com/watch?v=4J4GjCE_KPw
1154,Foals,What Went Down,5,https://www.youtube.com/watch?v=GI6S--qXc2M
1153,Destroyer,Poison Season,8,https://www.youtube.com/watch?v=MOAxsCaBaU4
1152,Dope Body,Kunk,7,https://www.youtube.com/watch?v=jjORabLD8Y0
1151,The Weeknd,Beauty Behind the Madness,5,https://www.youtube.com/watch?v=ceGwAb1HiAY
1150,Beach House,Depression Cherry,6,https://www.youtube.com/watch?v=bNSgWqhyTfc
1149,Deradoorian,The Expanding Flower Planet,6,https://www.youtube.com/watch?v=wrEf-GoWq54
1148,Carly Rae Jepsen,E•MO•TION,7,https://www.youtube.com/watch?v=-uzLOwBzevU
1147,Mick Jenkins,Wave[s],6,https://www.youtube.com/watch?v=iphA405OvIU
1146,Myrkur,M,6,https://www.youtube.com/watch?v=zfnPiWbGacg
1145,Ghost,Meliora,9,https://www.youtube.com/watch?v=NTyqliFaMbk
1144,FKA twigs,M3LL155X,9,https://www.youtube.com/watch?v=Sn9tZQPLxaE
1143,Chelsea Wolfe,Abyss,8,https://www.youtube.com/watch?v=xCwJfkGdaFo
1142,Mac DeMarco,Another One,7,https://www.youtube.com/watch?v=qVzscNOR2NQ
1141,Pissgrave,Suicide Euphoria,7,https://www.youtube.com/watch?v=uSLzYLdocHY
1140,Dr. Dre,Compton: A Soundtrack by Dr. Dre,7,https://www.youtube.com/watch?v=RhDd_G4nGZ0
1139,Cattle Decapitation,The Anthropocene Extinction,8,https://www.youtube.com/watch?v=0dc-pNv6gwA
1138,HEALTH,Death Magic,5,https://www.youtube.com/watch?v=sOt6TERBG-g
1137,Lil Dicky,Professional Rapper,2,https://www.youtube.com/watch?v=swQI_FNyS6M
1136,Lianne La Havas,Blood,8,https://www.youtube.com/watch?v=Emyn3FF_V18
1135,Krallice,Ygg Huur,6,https://www.youtube.com/watch?v=afa0WF6Ln44&t=117s
1134,Titus Andronicus,The Most Lamentable Tragedy,4,https://www.youtube.com/watch?v=JiMbWIN811g
1133,Sleaford Mods,Key Markets,8,https://www.youtube.com/watch?v=nzBorXsYJlc
1132,Hopsin,Pound Syndrome,3,https://www.youtube.com/watch?v=_exc0-Ah5sU
1131,Grave Babies,Holographic Violence,6,https://www.youtube.com/watch?v=b3wTyu80eVM
1130,Injury Reserve,Live from the Dentist Office,8,https://www.youtube.com/watch?v=ew8Sfrvob2Y
1129,Tame Impala,Currents,7,https://www.youtube.com/watch?v=_ASR7i5RPKM
1128,Ratatat,Magnifique,7,https://www.youtube.com/watch?v=V6cbfRfO67s
1127,Future,DS2,6,https://www.youtube.com/watch?v=ql4NIKTPJOQ
1126,The Chemical Brothers,Born in the Echoes,7,https://www.youtube.com/watch?v=nKdHpRBMsG8&t=423s
1125,Wilco,Star Wars,6,https://www.youtube.com/watch?v=QPH3sIULI30
1124,Ghostface Killah & Adrian Younge,Twelve Reasons To Die II,7,https://www.youtube.com/watch?v=X5BdcV0HV9Q
1123,Quelle Chris & Chris Keys,Innocent Country,7,https://www.youtube.com/watch?v=3rSfhouI9oQ
1122,Lil Wayne,Free Weezy Album,4,https://www.youtube.com/watch?v=UabYjGe6xSo
1121,RP Boo,"Fingers, Bank Pads, and Shoe Prints",7,https://www.youtube.com/watch?v=3mw44LC6w08
1120,Refused,Freedom,4,https://www.youtube.com/watch?v=wkvfJbW31Pg
1119,The Internet,Ego Death,5,https://www.youtube.com/watch?v=DjLOULyrVZs
1118,Miguel,Wildheart,5,https://www.youtube.com/watch?v=7ZXiqlTUHUY
1117,Vince Staples,Summertime '06,6,https://www.youtube.com/watch?v=q0Flm7jwj0A
1116,Meek Mill,Dreams Worth More Than Money,7,https://www.youtube.com/watch?v=XfiJ9qQxsA0
1115,Desaparecidos,Payola,5,https://www.youtube.com/watch?v=OZEDRusC7Cw
1114,Citizen,Everybody Is Going to Heaven,3,https://www.youtube.com/watch?v=eF0CZ1ldn0Q
1113,King Los,"God, Money, War",6,https://www.youtube.com/watch?v=Jx1MaLRuVPo
1112,Thundercat,The Beyond / Where the Giants Roam,6,https://www.youtube.com/watch?v=OmCh25XgF9A
1111,Hudson Mohawke,Lantern,5,https://www.youtube.com/watch?v=oN6a23b1MrI
1110,High on Fire,Luminiferous,8,https://www.youtube.com/watch?v=qoxjzGypOAA
1109,mewithoutYou,Pale Horses,5,https://www.youtube.com/watch?v=sxqtYnLxU0E
1108,KEN mode,Success,8,https://www.youtube.com/watch?v=sS6l2zUu3B8
1107,CZARFACE,Every Hero Needs A Villain,8,https://www.youtube.com/watch?v=94U3CZxIsyA
1106,Everything Everything,Get To Heaven,8,https://www.youtube.com/watch?v=HF9GqC65Wjo
1105,Denzel Curry,32 Zel / Planet Shrooms,6,https://www.youtube.com/watch?v=ZzqZViemU9Q
1104,Ash Koosha,GUUD,8,https://www.youtube.com/watch?v=QvnsZyoxXjY
1103,Muse,Drones,5,https://www.youtube.com/watch?v=QGS7Med4jsA
1102,Florence + The Machine,How Big How Blue How Beautiful,7,https://www.youtube.com/watch?v=7jKEYrJTVQI
1101,Algiers,Algiers,8,https://www.youtube.com/watch?v=8V0L9Sv18TE
1100,Sun Kil Moon,Universal Themes,6,https://www.youtube.com/watch?v=iUnCdrJFfy0
1099,Jamie xx,In Colour,7,https://www.youtube.com/watch?v=2fa2GpSFAJ4
1098,Donnie Trumpet & The Social Experiment,Surf,4,https://www.youtube.com/watch?v=XuGxAHOUyIw
1097,Unknown Mortal Orchestra,Multi-Love,8,https://www.youtube.com/watch?v=615xR8TVbn4
1096,A$AP Rocky,At.Long.Last.A$AP,5,https://www.youtube.com/watch?v=Yx9J4diol8s
1095,Holly Herndon,Platform,6,https://www.youtube.com/watch?v=pFCy16vPT7c
1094,Shamir,Ratchet,5,https://www.youtube.com/watch?v=mnZbtlbBPT8
1093,Twenty One Pilots,Blurryface,4,https://www.youtube.com/watch?v=LO9MLBfOb9c
1092,Whitey Morgan & The 78's,Sonic Ranch,7,https://www.youtube.com/watch?v=mnD2O7RsqcY
1091,Jim O'Rourke,Simple Songs,6,https://www.youtube.com/watch?v=8B4tHaw6Hb4
1090,Faith No More,Sol Invictus,6,https://www.youtube.com/watch?v=RkU0mRFQ2AI
1089,Oh Sees,Mutilator Defeated At Last,6,https://www.youtube.com/watch?v=f8Cl5FgMsKY
1088,Hot Chip,Why Make Sense?,6,https://www.youtube.com/watch?v=nPP1YYoNNAo
1087,Dr. Yen Lo,Days With Dr. Yen Lo,6,https://www.youtube.com/watch?v=YHwE4pMld1c
1086,Blanck Mass,Dumb Flesh,6,https://www.youtube.com/watch?v=qE-RSAy3nZM
1085,Snoop Dogg,Bush,5,https://www.youtube.com/watch?v=c2HOlow4F0Y
1084,Snoop Dogg,Bush,5,https://www.youtube.com/watch?v=c2HOlow4F0Y
1083,Prurient,Frozen Niagara Falls,8,https://www.youtube.com/watch?v=t0tJhzj29Zc
1082,TORRES,Sprinter,5,https://www.youtube.com/watch?v=fIJvY0sOP7E
1081,Kamasi Washington,The Epic,9,https://www.youtube.com/watch?v=cRekLSSWhtg
1080,Hop Along,Painted Shut,8,https://www.youtube.com/watch?v=cSg87drcKlw
1079,Hiatus Kaiyote,Choose Your Weapon,5,https://www.youtube.com/watch?v=TBgmf37MGtg
1078,Lil Ugly Mane,Third Side of Tape,8,https://www.youtube.com/watch?v=N4N5E0yp2EA
1077,Colin Stetson and Sarah Neufeld,Never Were The Way She Was,8,https://www.youtube.com/watch?v=6HLTXL-s4J8
1076,Paul De Jong,IF,7,https://www.youtube.com/watch?v=BfetFfARwv4
1075,Lee Scott,Butter Fly,6,https://www.youtube.com/watch?v=WR8zJeHPIXI
1074,Blur,The Magic Whip,7,https://www.youtube.com/watch?v=tTt7YDzH054
1073,Peste Noire,La Chaise-Dyable,7,https://www.youtube.com/watch?v=D46urKgzDbY
1072,Yelawolf,Love Story,3,https://www.youtube.com/watch?v=8quP0JNiFSg
1071,Tribulation,The Children of the Night,7,https://www.youtube.com/watch?v=KdbAYLHLUZ8
1070,Alabama Shakes,Sound & Color,8,https://www.youtube.com/watch?v=5NptvA4PyEI
1069,Squarepusher,Damogen Furies,6,https://www.youtube.com/watch?v=md484TdkZ5c
1068,Young Thug,Barter 6,5,https://www.youtube.com/watch?v=Aa2NmA9LlsY
1067,Dance Gavin Dance,Instant Gratification,1,https://www.youtube.com/watch?v=I8ZvRBl6zfA
1066,"Tyler, the Creator",Cherry Bomb,3,https://www.youtube.com/watch?v=e2rexvDHPZs
1065,The Mountain Goats,Beat the Champ,8,https://www.youtube.com/watch?v=K9x6-CzjbsA
1064,Young Fathers,White Men Are Black Men Too,8,https://www.youtube.com/watch?v=oX56GvWAGY8
1063,Shlohmo,Dark Red,6,https://www.youtube.com/watch?v=t5OplI_vGFU
1062,Toro y Moi,What For?,7,https://www.youtube.com/watch?v=x6Lis-8oaCU
1061,Drenge,Undertow,5,https://www.youtube.com/watch?v=YxqQ9e8MYgE
1060,Wale,The Album About Nothing,4,https://www.youtube.com/watch?v=c3PFKqZXmkU
1059,Godspeed You! Black Emperor,"Asunder, Sweet and Other Distress",6,https://www.youtube.com/watch?v=UlLR657vwic
1058,Sufjan Stevens,Carrie & Lowell,7,https://www.youtube.com/watch?v=JFGKCtnjrDU
1057,Billy Woods,"Today, I Wrote Nothing",7,https://www.youtube.com/watch?v=mU0Gw0_u1ok
1056,Death Cab For Cutie,Kintsugi,5,https://www.youtube.com/watch?v=MGJyb8YuUvY
1055,Portico,Living Fields,3,https://www.youtube.com/watch?v=hxfr_YEbfYg
1054,Death Grips,The Powers That B,9,https://www.youtube.com/watch?v=yKyWZeiRe8c
1053,Marching Church,This World Is Not Enough,6,https://www.youtube.com/watch?v=pTZXb28CM_U
1052,Lightning Bolt,Fantasy Empire,7,https://www.youtube.com/watch?v=medwB35qz_A
1051,Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",5,https://www.youtube.com/watch?v=I6wrqIndfJM
1050,Action Bronson,Mr. Wonderful,5,https://www.youtube.com/watch?v=PHQ5pGHLOXY
1049,Corpo-Mente,Corpo-Mente,7,https://www.youtube.com/watch?v=znNz2yNBfUo
1048,Liturgy,The Ark Work,7,https://www.youtube.com/watch?v=YGN8GB_mnQU
1047,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside",6,https://www.youtube.com/watch?v=WG7xw2UiKwc
1046,Laura Marling,Short Movie,7,https://www.youtube.com/watch?v=B5OHCV2rVX4
1045,Modest Mouse,Strangers to Ourselves,5,https://www.youtube.com/watch?v=2JVBUPfxD44
1044,Twin Shadow,Eclipse,3,https://www.youtube.com/watch?v=N5Q1qj8qNpc
1043,Kendrick Lamar,To Pimp a Butterfly,10,https://www.youtube.com/watch?v=qTmHuavOXNg
1042,Heems,Eat Pray Thug,4,https://www.youtube.com/watch?v=eEDfCQ0cF-8
1041,Swain,Heavy Dancing,7,https://www.youtube.com/watch?v=cw9WIp0np44
1040,Ratking,700 Fill,4,https://www.youtube.com/watch?v=k1qQr-X_GLE
1039,Steven Wilson,Hand. Cannot. Erase.,6,https://www.youtube.com/watch?v=LHShxTVDv7E
1038,Jeff Rosenstock,We Cool?,8,https://www.youtube.com/watch?v=J6FSd14ATB4
1037,Leviathan,Scar Sighted,8,https://www.youtube.com/watch?v=JKM79q5lKVM
1036,Purity Ring,another eternity,4,https://www.youtube.com/watch?v=VDScLq5WdkE
1035,of Montreal,Aureate Gloom,6,https://www.youtube.com/watch?v=DiFm53BrlOE
1034,Pile,You're Better Than This,6,https://www.youtube.com/watch?v=2aX-AqRgjIo
1033,Cannibal Ox,Blade of the Ronin,5,https://www.youtube.com/watch?v=6ygh9uA_blQ
1032,Clarence Clarity,No Now,8,https://www.youtube.com/watch?v=AhHAO9_Oxgo
1031,Negură Bunget,Tau,5,https://www.youtube.com/watch?v=GFazQdsIxDw
1030,Screaming Females,Rose Mountain,6,https://www.youtube.com/watch?v=RmWexPrl6Ys
1029,THEESatisfaction,EarthEE,7,https://www.youtube.com/watch?v=NXwhaTEW9Vc
1028,The Pop Group,Citizen Zombie,9,https://www.youtube.com/watch?v=w6bDXhZNHvY
1027,Fashawn,The Ecology,5,https://www.youtube.com/watch?v=dLV5i15nz4Q
1026,Dan Deacon,Gliss Riffer,5,https://www.youtube.com/watch?v=OzQmLfChVe4
1025,BADBADNOTGOOD & Ghostface Killah,Sour Soul,6,https://www.youtube.com/watch?v=6XOgZ2qp9us
1024,Adventures,Supersonic Home,7,https://www.youtube.com/watch?v=hehR6VpW-lk
1023,Drake,If You're Reading This It's Too Late,8,https://www.youtube.com/watch?v=fW60RaP67qU
1022,Father John Misty,"I Love You, Honeybear",8,https://www.youtube.com/watch?v=_TCbKdhYsXM
1021,Your Old Droog,Kinison,8,https://www.youtube.com/watch?v=aSoVb3Wkjak
1020,Title Fight,Hyperview,4,https://www.youtube.com/watch?v=ibMp5-ItAFo
1019,John Carpenter,Lost Themes,7,https://www.youtube.com/watch?v=J5RTivkcdnA
1018,Mount Eerie,Sauna,6,https://www.youtube.com/watch?v=rajg9r684ik
1017,Open Mike Eagle,A Special Episode Of,8,https://www.youtube.com/watch?v=4C2TRjy9oVQ
1016,Matana Roberts,Coin Coin Chapter Three: River Run Thee,6,https://www.youtube.com/watch?v=E_rFDt6hVfc
1015,Zs,Xe,8,https://www.youtube.com/watch?v=MIvCSukQN9c
1014,Xibalba,Tierra y Libertad,6,https://www.youtube.com/watch?v=yREeV_Efnw8
1013,Napalm Death,Apex Predator - Easy Meat,8,https://www.youtube.com/watch?v=EXux7PJ4fMI
1012,Pond,Man It Feels Like Space Again,6,https://www.youtube.com/watch?v=K0OKHJ3K8qs
1011,Belle and Sebastian,Girls In Peacetime Want To Dance,6,https://www.youtube.com/watch?v=GhWy8s2oc3E
1010,Lupe Fiasco,Tetsuo & Youth,7,https://www.youtube.com/watch?v=khuhS6vAny4
1009,Joey Bada$$,B4.DA.$$,8,https://www.youtube.com/watch?v=X-qtbMsHk3s
1008,Sleater-Kinney,No Cities to Love,7,https://www.youtube.com/watch?v=O-U2u1zZEeo
1007,Marilyn Manson,The Pale Emperor,6,https://www.youtube.com/watch?v=ONikj9CXwrQ
1006,Björk,Vulnicura,8,https://www.youtube.com/watch?v=rTrT9V6MJeQ
1005,Preoccupations,Viet Cong,7,https://www.youtube.com/watch?v=nwy-MpYk9Z4
1004,Panda Bear,Panda Bear Meets the Grim Reaper,4,https://www.youtube.com/watch?v=46jHFBgvZJ4
1003,Benjamin Clementine,At Least For Now,7,https://www.youtube.com/watch?v=cS0bI-chYN8
1002,Death Grips,Fashion Week,7,https://www.youtube.com/watch?v=LPoDXPVw2xA
1001,D'Angelo and The Vanguard,Black Messiah,8,https://www.youtube.com/watch?v=GmzkeqZ3AW8
1000,J. Cole,2014 Forest Hills Drive,6,https://www.youtube.com/watch?v=gZDyjNRDu_c
999,Ghostface Killah,36 Seasons,5,https://www.youtube.com/watch?v=Ib0KEfPQQ7I
998,Wu-Tang Clan,A Better Tomorrow,6,https://www.youtube.com/watch?v=ieHgriwZvJ4
997,OG Maco,OG Maco,7,https://www.youtube.com/watch?v=mlRsRQQ_zsw
996,A$AP Ferg,Ferg Forever,7,https://www.youtube.com/watch?v=D9SbjbFwaek
995,Full of Hell & Merzbow,Full of Hell & Merzbow,8,https://www.youtube.com/watch?v=oOhcHU0AoWs
994,I Am Your Destruction,I Am Your Destruction,7,https://www.youtube.com/watch?v=OAbaZQPj97o
993,Various Artists,ShadyXV,4,https://www.youtube.com/watch?v=AOhs5HQdYkU
992,Ariel Pink,pom pom,9,https://www.youtube.com/watch?v=gqmSyACe8do
991,Andy Stott,Faith in Strangers,7,https://www.youtube.com/watch?v=Zfwb4JxJU7M
990,TV on the Radio,Seeds,6,https://www.youtube.com/watch?v=mAR0nohgf_k
989,Mr. Oizo,The Church,7,https://www.youtube.com/watch?v=yfLG6UBCSEU
988,Sterilizer,Sterilizer,7,https://www.youtube.com/watch?v=cNoSHuF5mac
987,Big K.R.I.T.,Cadillactica,6,https://www.youtube.com/watch?v=j8AtABx7z-k
986,Hail Mary Mallon,Bestiary,5,https://www.youtube.com/watch?v=zS4mavnAaiQ
985,iamamiwhoami,BLUE,6,https://www.youtube.com/watch?v=SnGDdI4hkLE
984,Foo Fighters,Sonic Highways,5,https://www.youtube.com/watch?v=QIRlgm2zkec
983,Pink Floyd,The Endless River,6,https://www.youtube.com/watch?v=ZyzFR9bCT_E
982,Azealia Banks,Broke With Expensive Taste,5,https://www.youtube.com/watch?v=VBFkzgB-9zQ
981,Arca,Xen,6,https://www.youtube.com/watch?v=3SA8qhEpSTg
980,Deerhoof,La Isla Bonita,7,https://www.youtube.com/watch?v=IcU_E2quVBQ
979,Wildbirds & Peacedrums,Rhythm,8,https://www.youtube.com/watch?v=JKMyr5J9J-Q
978,Dean Blunt,Black Metal,8,https://www.youtube.com/watch?v=ue5sLcwJpyU
977,Clark,Clark,6,https://www.youtube.com/watch?v=5QhXTgpazuI
976,Black Milk,If There's A Hell Below,6,https://www.youtube.com/watch?v=DmjuddymqGM
975,Run the Jewels,Run the Jewels 2,8,https://www.youtube.com/watch?v=oiNIJAQWUbY
974,Pianos Become The Teeth,Keep You,4,https://www.youtube.com/watch?v=87YplHEgJ2c
973,Panda Bear,Mr Noah,6,https://www.youtube.com/watch?v=f7xmVw419fs
972,Slipknot,.5: The Gray Chapter,4,https://www.youtube.com/watch?v=ktiEB7Svutg
971,Logic,Under Pressure,6,https://www.youtube.com/watch?v=GOiKwhasaNA
970,Scott Walker & Sunn O))),Soused,6,https://www.youtube.com/watch?v=JIpJwefNiNo
969,Dope Body,Lifer,8,https://www.youtube.com/watch?v=I3tRZOln8KY
968,Clockwork Indigo,Clockwork Indigo,7,https://www.youtube.com/watch?v=ywdF8ixPCQ8
967,Kayo Dot,Coffins On Io,6,https://www.youtube.com/watch?v=EdX73QXbBmk
966,Pharmakon,Bestial Burden,5,https://www.youtube.com/watch?v=-JypvZFqPuM
965,Foxygen,...And Star Power,2,https://www.youtube.com/watch?v=ndeO80edrZA
964,Flying Lotus,You're Dead!,8,https://www.youtube.com/watch?v=vBHEEDUkme8
963,Vince Staples,Hell Can Wait,7,https://www.youtube.com/watch?v=EUVXJjKeHek
962,Caribou,Our Love,6,https://www.youtube.com/watch?v=vac3FDyjb5M
961,The World Is a Beautiful Place and I Am No Longer Afraid to Die,Between Bodies,5,https://www.youtube.com/watch?v=2cOnW7CRGWw
960,Godflesh,A World Lit Only By Fire,7,https://www.youtube.com/watch?v=RuCv_Nt7Bkk
959,Weezer,Everything Will Be Alright in the End,7,https://www.youtube.com/watch?v=Uge_eyjwPYw
958,Iceage,Plowing Into the Field of Love,9,https://www.youtube.com/watch?v=Up6qz8TLGYE
957,Childish Gambino,Kauai,4,https://www.youtube.com/watch?v=yAksbBrYYsk
956,Childish Gambino,STN MTN,4,https://www.youtube.com/watch?v=yAksbBrYYsk
955,Electric Wizard,Time to Die,5,https://www.youtube.com/watch?v=hdLOjt50fbY
954,Thom Yorke,Tomorrow's Modern Boxes,6,https://www.youtube.com/watch?v=NN1P-fPxZ7U
953,Perfume Genius,Too Bright,8,https://www.youtube.com/watch?v=2IS6hJ5b2_k
952,Aphex Twin,Syro,6,https://www.youtube.com/watch?v=r7-5Ct4eQho
951,SBTRKT,Wonder Where We Land,5,https://www.youtube.com/watch?v=i92M9lzXQFM
950,Milo,A Toothpaste Suburb,5,https://www.youtube.com/watch?v=hbTZCS0zxIA
949,The Voidz,Tyranny,7,https://www.youtube.com/watch?v=T_Xo9WU4vVM
948,Yung Lean,Unknown Memory,4,https://www.youtube.com/watch?v=YXwUeKjG9gI
947,Otis Brown III,The Thought of You,7,https://www.youtube.com/watch?v=Sy_7oh4_kXw
946,NehruvianDOOM,NehruvianDOOM,5,https://www.youtube.com/watch?v=Oycn5qvjymU
945,alt-J,This Is All Yours,7,https://www.youtube.com/watch?v=P0C3V8Acjcw
944,My Brightest Diamond,This Is My Hand,7,https://www.youtube.com/watch?v=2x3B4W2FVkI
943,Shellac,Dude Incredible,6,https://www.youtube.com/watch?v=Y7seq3mi-hY
942,Interpol,El Pintor,6,https://www.youtube.com/watch?v=M6eB1cUUQds&t=1s
941,Megaton Leviathan,Past 21 Beyond the Arctic Cell,7,https://www.youtube.com/watch?v=1vBkD8S8kNU
940,Death From Above 1979,The Physical World,6,https://www.youtube.com/watch?v=-Ig5-BSXy_8
939,Banks,Goddess,5,https://www.youtube.com/watch?v=ynbx6v23iyQ
938,Busdriver,Perfect Hair,8,https://www.youtube.com/watch?v=FUvNMHqhBC4
937,Blonde Redhead,Barragán,6,https://www.youtube.com/watch?v=W_wb5Tk9fRs
936,Zammuto,Anchor,6,https://www.youtube.com/watch?v=o6Dc8yIZuM0
935,Code Orange,I Am King,6,https://www.youtube.com/watch?v=4lsuigFrAjY
934,Earth,Primitive and Deadly,6,https://www.youtube.com/watch?v=TUPDn9rrY1o
933,Panopticon,Roads to the North,8,https://www.youtube.com/watch?v=WciHRKHwBuA
932,Opeth,Pale Communion,5,https://www.youtube.com/watch?v=BaIc7rttYEc
931,Uncommon Nasa,New York Telephone,8,https://www.youtube.com/watch?v=S47nKJ8n0tk
930,Rustie,Green Language,3,https://www.youtube.com/watch?v=-9H3gaVgbUs
929,Ty Segall,Manipulator,6,https://www.youtube.com/watch?v=aXou_Y-8fcQ
928,The Wytches,Annabel Dream Reader,8,https://www.youtube.com/watch?v=frlWC9ptkX8
927,The Bug,Angels and Devils,6,https://www.youtube.com/watch?v=i6Al4qaREwY
926,Royal Blood,Royal Blood,5,https://www.youtube.com/watch?v=guCMYIlKSac
925,Raury,Indigo Child,4,https://www.youtube.com/watch?v=K-o3nS4o1Eg
924,Botanist,VI: Flora,8,https://www.youtube.com/watch?v=uNgQD02sJYc
923,Pallbearer,Foundations of Burden,6,https://www.youtube.com/watch?v=b9tESaZ6hFc
922,Travis Scott,Days Before Rodeo,3,https://www.youtube.com/watch?v=OUzEUsNepC4
921,Spooky Black,Leaving,5,https://www.youtube.com/watch?v=zI6H-QWAZog
920,Porter Robinson,Worlds,5,https://www.youtube.com/watch?v=A4YA1ugNEaM
919,The Underachievers,Cellar Door: Terminus Ut Exordium,7,https://www.youtube.com/watch?v=XwouQHOyOQA
918,Watsky,All You Can Do,4,https://www.youtube.com/watch?v=gt70XZHH5AI
917,FKA twigs,LP1,8,https://www.youtube.com/watch?v=LriAU0of3u4
916,Mick Jenkins,The Water[s],8,https://www.youtube.com/watch?v=raY3t5Ukt4k
915,Michael Cera,true that,5,https://www.youtube.com/watch?v=-obIKHZvohA
914,Spoon,They Want My Soul,7,https://www.youtube.com/watch?v=0-kjcZRAxcs
913,Shabazz Palaces,Lese Majesty,5,https://www.youtube.com/watch?v=pd8EVQgm_DQ
912,Sir Michael Rocks,Banco,7,https://www.youtube.com/watch?v=F0FDvjCOCTQ
911,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,2,https://www.youtube.com/watch?v=8p4Lcyby3ZQ
910,Joyce Manor,Never Hungover Again,6,https://www.youtube.com/watch?v=kjSTPQQg194
909,Common,Nobody's Smiling,6,https://www.youtube.com/watch?v=O5WQNBn9q8g
908,Fallujah,The Flesh Prevails,4,https://www.youtube.com/watch?v=kG_nR0Pcywg
907,La Roux,Trouble in Paradise,8,https://www.youtube.com/watch?v=Wc1nLKO2daI
906,Neil Cicierega,Mouth Silence,8,https://www.youtube.com/watch?v=cLgarIGTAe0
905,Weird Al Yankovic,Mandatory Fun,7,https://www.youtube.com/watch?v=dbP8F2bnfIc
904,Weird Al Yankovic,Mandatory Fun,7,https://www.youtube.com/watch?v=dbP8F2bnfIc
903,Morrissey,World Peace Is None of Your Business,5,https://www.youtube.com/watch?v=GMddfZCiiQ4
902,Kyary Pamyu Pamyu,ピカピカふぁんたじん [Pika Pika Fantajin],7,https://www.youtube.com/watch?v=LkUQX0Gqo6Q
901,Wolves in the Throne Room,Celestite,8,https://www.youtube.com/watch?v=vekiCfWRstU
900,Sia,1000 Forms of Fear,7,https://www.youtube.com/watch?v=PiL_FfqyVfk
899,Antemasque,Antemasque,7,https://www.youtube.com/watch?v=d9sGdZvF_R8
898,Mastodon,Once More 'Round the Sun,7,https://www.youtube.com/watch?v=Lyf7TP5pdYQ
897,Riff Raff,Neon Icon,5,https://www.youtube.com/watch?v=Rhxuyujfep8
896,Ab-Soul,These Days...,5,https://www.youtube.com/watch?v=VRclyW74J_k
895,Lana Del Rey,Ultraviolence,2,https://www.youtube.com/watch?v=SXDRPJLqh8Y
894,Lone,Reality Testing,3,https://www.youtube.com/watch?v=26axVHigRdY
893,The Soft Pink Truth,Why Do The Heathen Rage?,7,https://www.youtube.com/watch?v=f-b5PravLXk
892,Caustic Window,Caustic Window LP,6,https://www.youtube.com/watch?v=2XdD_BJ5D18
891,ZelooperZ,HELP,6,https://www.youtube.com/watch?v=mM3eEJeQih8
890,clipping.,CLPPNG,9,https://www.youtube.com/watch?v=su4ZsUDJWcQ
889,Jack White,Lazaretto,5,https://www.youtube.com/watch?v=__MzJoGgYLk
888,Mayhem,Esoteric Warfare,7,https://www.youtube.com/watch?v=9fIpMIsf_o0
887,Trap Them,Blissfucker,5,https://www.youtube.com/watch?v=0k_hTuQiU8E
886,Open Mike Eagle,Dark Comedy,8,https://www.youtube.com/watch?v=r4Wtbsz3EkU
885,Bones,Garbage,6,https://www.youtube.com/watch?v=QVtTjuLERT4
884,Parquet Courts,Sunbathing Animal,4,https://www.youtube.com/watch?v=QZkHxln2jQw
883,Apathy,Connecticut Casual,8,https://www.youtube.com/watch?v=BqH_kA0BN98
882,Sharon Van Etten,Are We There,6,https://www.youtube.com/watch?v=VFBMewMCCxQ
881,Owen Pallett,In Conflict,7,https://www.youtube.com/watch?v=A46QN81TRQc
880,Trash Talk,No Peace,5,https://www.youtube.com/watch?v=CvqtFg4CDLc
879,Eyehategod,Eyehategod,6,https://www.youtube.com/watch?v=k53xc1uVMXM
878,Ben Frost,A U R O R A,5,https://www.youtube.com/watch?v=Blz9I0q2Hq8
